ApplStandard,Brand,Cap,CEC_,Conn_Type,Country,delayStartMode,Depth,Height,Load_Type,Model No,Family Name,N-Standard,New SRI,New Star,postProgenergy,powerConsMode,Prog Name,Prog Time,Sold_in,standbyPowerUsage,Submit_ID,SubmitStatus,Tot Wat Cons,Type,Water_Softener,Width,ExpDate,GrandDate,Product Class,Availability Status,Product Website,Representative Brand URL,Water Consumption (litres),Star Rating (old),Star Image Large,Star Image Small
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,ASKO,15,295,Single,Slovenia,True,574.0,859.0,IEC,DBI253IB.S.AU,DBI*53IB Series,AS/NZS 2007.1:2005,3.50164994999915,3.5,0.5,0.5,ECO wash,169.0,"Australia,Fiji,New Zealand",0.5,119535,Approved,12.2,Built-in,False,596.0,2024-03-09,,Single product class,Available,http://www.gorenje.si/,http://www.asko.com.au,12.2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,ASKO,15,295,Single,Slovenia,True,574.0,859.0,IEC,DBI253IB.W.AU,DBI*53IB Series,AS/NZS 2007.1:2005,3.50164994999915,3.5,0.5,0.5,ECO wash,169.0,"Australia,Fiji,New Zealand",0.5,119535,Approved,12.2,Built-in,False,596.0,2024-03-09,,Single product class,Available,http://www.gorenje.si/,http://www.asko.com.au,12.2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,ASKO,15,295,Single,Slovenia,True,574.0,859.0,IEC,DBI*53IB Series,DBI*53IB Series,AS/NZS 2007.1:2005,3.50164994999915,3.5,0.5,0.5,ECO wash,169.0,"Australia,Fiji,New Zealand",0.5,119535,Approved,12.2,Built-in,False,596.0,2024-03-09,,Single product class,Available,http://www.gorenje.si/,http://www.asko.com.au,12.2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,ASKO,15,295,Single,Slovenia,True,574.0,859.0,IEC,DBI653IB.BS.AU,DBI*53IB Series,AS/NZS 2007.1:2005,3.50164994999915,3.5,0.5,0.5,ECO wash,169.0,"Australia,Fiji,New Zealand",0.5,119535,Approved,12.2,Built-in,False,596.0,2024-03-09,,Single product class,Available,http://www.gorenje.si/,http://www.asko.com.au,12.2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,ASKO,15,295,Single,Slovenia,True,574.0,859.0,IEC,DBI653IB.S.AU,DBI*53IB Series,AS/NZS 2007.1:2005,3.50164994999915,3.5,0.5,0.5,ECO wash,169.0,"Australia,Fiji,New Zealand",0.5,119535,Approved,12.2,Built-in,False,596.0,2024-03-09,,Single product class,Available,http://www.gorenje.si/,http://www.asko.com.au,12.2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,ASKO,15,295,Single,Slovenia,True,574.0,859.0,IEC,DBI653IB.W.AU,DBI*53IB Series,AS/NZS 2007.1:2005,3.50164994999915,3.5,0.5,0.5,ECO wash,169.0,"Australia,Fiji,New Zealand",0.5,119535,Approved,12.2,Built-in,False,596.0,2024-03-09,,Single product class,Available,http://www.gorenje.si/,http://www.asko.com.au,12.2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,De'Longhi,15,238,Single,China,True,600.0,845.0,IEC,DEDW6015INFI,DEDW6015 series,AS/NZS 2007.1:2005,4.10361172588781,4.0,0.00062,0.79,Eco,195.0,"Australia,Fiji,New Zealand",0.7,119551,Approved,11.69,Freestanding,False,598.0,2024-03-21,,Single product class,Available,,http://www.delonghi.com.au/,11.8,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,De'Longhi,15,238,Single,China,True,600.0,845.0,IEC,DEDW6015INS,DEDW6015 series,AS/NZS 2007.1:2005,4.10361172588781,4.0,0.00062,0.79,Eco,195.0,"Australia,Fiji,New Zealand",0.7,119551,Approved,11.69,Freestanding,False,598.0,2024-03-21,,Single product class,Available,,http://www.delonghi.com.au/,11.8,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,De'Longhi,15,238,Single,China,True,600.0,845.0,IEC,DEDW6015 series,DEDW6015 series,AS/NZS 2007.1:2005,4.10361172588781,4.0,0.00062,0.79,Eco,195.0,"Australia,Fiji,New Zealand",0.7,119551,Approved,11.69,Freestanding,False,598.0,2024-03-21,,Single product class,Available,,http://www.delonghi.com.au/,11.8,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Ilve,15,230,Single,China,True,610.0,850.0,IEC,IVDFIP5/1,IVD**P5/1,AS/NZS 2007.1:2005,4.19947314068389,4.0,0.0,0.732,ECO,195.0,"Australia,Fiji,New Zealand",1.03,119561,Approved,11.98,Built-in,False,600.0,2024-03-18,,Single product class,Available,,http://www.ilve.com.au,12.2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Ilve,15,230,Single,China,True,610.0,850.0,IEC,IVDFSP5/1,IVD**P5/1,AS/NZS 2007.1:2005,4.19947314068389,4.0,0.0,0.732,ECO,195.0,"Australia,Fiji,New Zealand",1.03,119561,Approved,11.98,Built-in,False,600.0,2024-03-18,,Single product class,Available,,http://www.ilve.com.au,12.2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Ilve,15,230,Single,China,True,610.0,850.0,IEC,IVD**P5/1,IVD**P5/1,AS/NZS 2007.1:2005,4.19947314068389,4.0,0.0,0.732,ECO,195.0,"Australia,Fiji,New Zealand",1.03,119561,Approved,11.98,Built-in,False,600.0,2024-03-18,,Single product class,Available,,http://www.ilve.com.au,12.2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Ilve,15,230,Single,China,True,610.0,850.0,IEC,IVDSIP5/1,IVD**P5/1,AS/NZS 2007.1:2005,4.19947314068389,4.0,0.0,0.732,ECO,195.0,"Australia,Fiji,New Zealand",1.03,119561,Approved,11.98,Built-in,False,600.0,2024-03-18,,Single product class,Available,,http://www.ilve.com.au,12.2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,13,268,Single,"Turkey,Germany",False,,,IEC,SMS40E08AU,,AS/NZS 2007.1:2005,3.36956198415706,3.0,0.127,0.127,Eco 45,135.0,"Australia,New Zealand",0.127,119588,Approved,13.47,Built-in,False,,2024-09-08,,Single product class,Available,,http://www.bosch-home.com.au/,13.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,SIEMENS,14,220,Single,Germany,True,,,IEC,"GV640WT-4,0-14BK-071014","GV640WT-4,0-14BK-071014",AS/NZS 2007.1:2005,4.13066789003995,4.0,0.0,0.097,Eco 45 degree,177.0,"Australia,Fiji,New Zealand",0.068,119696,Approved,11.03,Built-in,False,,2024-03-15,,Single product class,Available,,http://www.siemens-home.com.au/,11.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,SIEMENS,14,220,Single,Germany,True,,,IEC,SN236I01JA,"GV640WT-4,0-14BK-071014",AS/NZS 2007.1:2005,4.13066789003995,4.0,0.0,0.097,Eco 45 degree,177.0,"Australia,Fiji,New Zealand",0.068,119696,Approved,11.03,Built-in,False,,2024-03-15,,Single product class,Available,,http://www.siemens-home.com.au/,11.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,SIEMENS,14,220,Single,Germany,True,,,IEC,SN436S01JA,"GV640WT-4,0-14BK-071014",AS/NZS 2007.1:2005,4.13066789003995,4.0,0.0,0.097,Eco 45 degree,177.0,"Australia,Fiji,New Zealand",0.068,119696,Approved,11.03,Built-in,False,,2024-03-15,,Single product class,Available,,http://www.siemens-home.com.au/,11.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Robinhood,12,267,Single,China,True,,,IEC,RHDW4345W,RHDW4345W,AS/NZS 2007.1:2005,3.15562941933962,3.0,0.0,0.48,ECO,185.0,New Zealand,0.48,119704,Approved,10.7,Freestanding,False,,2024-03-19,,Single product class,Available,,http://www.robinhood.com.au/,10.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Robinhood,12,267,Single,China,True,,,IEC,RHDW4345X,RHDW4345W,AS/NZS 2007.1:2005,3.15562941933962,3.0,0.0,0.48,ECO,185.0,New Zealand,0.48,119704,Approved,10.7,Freestanding,False,,2024-03-19,,Single product class,Available,,http://www.robinhood.com.au/,10.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Tinon,7,158,Single,China,False,,,IEC,W7A-B01P0A,W7A-B0*P0A,AS/NZS 2007.1:2005,3.11541668333687,3.0,0.0,0.487,Daily+ECO,148.0,"Australia,Fiji,New Zealand",0.297,119766,Approved,8.21,Built-in,False,,2024-08-20,,Single product class,Available,,,8.21,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Tinon,7,158,Single,China,False,,,IEC,W7A-B03P0A,W7A-B0*P0A,AS/NZS 2007.1:2005,3.11541668333687,3.0,0.0,0.487,Daily+ECO,148.0,"Australia,Fiji,New Zealand",0.297,119766,Approved,8.21,Built-in,False,,2024-08-20,,Single product class,Available,,,8.21,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Tinon,7,158,Single,China,False,,,IEC,W7A-B0*P0A,W7A-B0*P0A,AS/NZS 2007.1:2005,3.11541668333687,3.0,0.0,0.487,Daily+ECO,148.0,"Australia,Fiji,New Zealand",0.297,119766,Approved,8.21,Built-in,False,,2024-08-20,,Single product class,Available,,,8.21,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
AS/NZS 2007.2:2005,VOGUE,14,259,Single,China,True,600.0,845.0,IEC,340540,,AS/NZS 2007.1:2005,3.67310697043913,3.5,0.00032,0.47,Normal,168.5,New Zealand,0.47,119779,Approved,12.0,Freestanding,False,600.0,2119-03-18,,Single product class,Available,http://www.tradedepot.co.nz/,,12.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
AS/NZS 2007.2:2005,VOGUE,12,256,Single,China,False,550.0,815.0,IEC,340640,,AS/NZS 2007.1:2005,3.27358335649062,3.0,0.00026,0.46,Normal,171.13,New Zealand,0.46,119780,Approved,10.2,Built-in,False,600.0,2119-03-18,,Single product class,Available,http://www.tradedepot.co.nz/,,10.2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
AS/NZS 2007.2:2005,PARMCO,15,239,Single,China,True,600.0,845.0,IEC,PD6-PBL,PSL-2 and PWL-1,AS/NZS 2007.1:2005,4.09185626526101,4.0,0.647,0.41,Normal,165.0,New Zealand,0.41,119792,Approved,12.1,Freestanding,False,600.0,2119-03-26,,Single product class,Available,http://www.galanz.com/,http://www.parmco.co.nz,12.2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
AS/NZS 2007.2:2005,PARMCO,15,239,Single,China,True,600.0,845.0,IEC,PD6-PSL-2,PSL-2 and PWL-1,AS/NZS 2007.1:2005,4.09185626526101,4.0,0.647,0.41,Normal,165.0,New Zealand,0.41,119792,Approved,12.1,Freestanding,False,600.0,2119-03-26,,Single product class,Available,http://www.galanz.com/,http://www.parmco.co.nz,12.2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
AS/NZS 2007.2:2005,PARMCO,15,239,Single,China,True,600.0,845.0,IEC,PD6-PWL-1,PSL-2 and PWL-1,AS/NZS 2007.1:2005,4.09185626526101,4.0,0.647,0.41,Normal,165.0,New Zealand,0.41,119792,Approved,12.1,Freestanding,False,600.0,2119-03-26,,Single product class,Available,http://www.galanz.com/,http://www.parmco.co.nz,12.2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
AS/NZS 2007.2:2005,PARMCO,15,239,Single,China,True,600.0,845.0,IEC,PSL-2 and PWL-1,PSL-2 and PWL-1,AS/NZS 2007.1:2005,4.09185626526101,4.0,0.647,0.41,Normal,165.0,New Zealand,0.41,119792,Approved,12.1,Freestanding,False,600.0,2119-03-26,,Single product class,Available,http://www.galanz.com/,http://www.parmco.co.nz,12.2,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,GLEM,12,267,Single,China,True,600.0,845.0,IEC,GDW25SS,Series 5,AS/NZS 2007.1:2005,3.15562941933962,3.0,0.0,0.48,ECO,160.0,Australia,0.48,119877,Approved,10.7,Freestanding,False,598.0,2024-03-22,,Single product class,Available,http://www.glemgas.com/,http://www.glemgas.com/,10.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,GLEM,12,267,Single,China,True,600.0,845.0,IEC,Series 5,Series 5,AS/NZS 2007.1:2005,3.15562941933962,3.0,0.0,0.48,ECO,160.0,Australia,0.48,119877,Approved,10.7,Freestanding,False,598.0,2024-03-22,,Single product class,Available,http://www.glemgas.com/,http://www.glemgas.com/,10.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,NEFF,13,349,Single,Germany,True,,,IEC,GV640_13_NF,GV640_13_NF,AS/NZS 2007.1:2005,2.62915409686534,2.5,9e-05,0.153898,Eco 50,195.0,"Australia,New Zealand",0.152128,119961,Approved,10.033,Built-in,True,,2024-09-23,,Single product class,Available,,,10.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,NEFF,13,349,Single,Germany,True,,,IEC,S21N53N7EU,GV640_13_NF,AS/NZS 2007.1:2005,2.62915409686534,2.5,9e-05,0.153898,Eco 50,195.0,"Australia,New Zealand",0.152128,119961,Approved,10.033,Built-in,True,,2024-09-23,,Single product class,Available,,,10.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,NEFF,13,349,Single,Germany,True,,,IEC,S41N53N4EU,GV640_13_NF,AS/NZS 2007.1:2005,2.62915409686534,2.5,9e-05,0.153898,Eco 50,195.0,"Australia,New Zealand",0.152128,119961,Approved,10.033,Built-in,True,,2024-09-23,,Single product class,Available,,,10.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,NEFF,13,349,Single,Germany,True,,,IEC,S51N53X4EU,GV640_13_NF,AS/NZS 2007.1:2005,2.62915409686534,2.5,9e-05,0.153898,Eco 50,195.0,"Australia,New Zealand",0.152128,119961,Approved,10.033,Built-in,True,,2024-09-23,,Single product class,Available,,,10.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_2.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-2.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,STIRLING,12,282,Single,China,True,,,IEC,STR-DW12-W2,,AS/NZS 2007.1:2005,3.00238509010731,3.0,0.0,0.57,ECO,187.0,Australia,0.49,120022,Approved,10.6,Freestanding,False,,2024-04-02,,Single product class,Available,,,11.0,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Emilia,12,267,Single,China,True,600.0,845.0,IEC,EDW64SS,,AS/NZS 2007.1:2005,3.15562941933962,3.0,0.0,0.48,ECO,160.0,Australia,0.48,120109,Approved,10.7,Freestanding,False,598.0,2024-04-02,,Single product class,Available,http://www.glemgas.com/,http://www.emiliaglem.com.au,10.7,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,14,268,Single,"Turkey,Germany",True,,,IEC,"GV640B03,5-14","GV640B03,5-14",AS/NZS 2007.1:2005,3.57733652344864,3.5,0.0,0.124,Eco 45,134.0,"Australia,New Zealand",0.124,120153,Approved,13.47,Built-in,False,,2024-09-29,,Single product class,Available,,http://www.bosch-home.com.au/,13.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,14,268,Single,"Turkey,Germany",True,,,IEC,SMU50D05AU,"GV640B03,5-14",AS/NZS 2007.1:2005,3.57733652344864,3.5,0.0,0.124,Eco 45,134.0,"Australia,New Zealand",0.124,120153,Approved,13.47,Built-in,False,,2024-09-29,,Single product class,Available,,http://www.bosch-home.com.au/,13.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,BOSCH,14,268,Single,"Turkey,Germany",True,,,IEC,SMU50L05AU,"GV640B03,5-14",AS/NZS 2007.1:2005,3.57733652344864,3.5,0.0,0.124,Eco 45,134.0,"Australia,New Zealand",0.124,120153,Approved,13.47,Built-in,False,,2024-09-29,,Single product class,Available,,http://www.bosch-home.com.au/,13.5,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_3.5_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-3.5.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,15,243,Single,Italy,True,600.0,820.0,IEC,DWA**315**,DWA**315**,AS/NZS 2007.1:2005,4.04532120107694,4.0,0.0,0.792,Normal ECO,141.0,"Australia,New Zealand",0.387,120220,Approved,9.8,Built-in,True,600.0,2024-05-01,,Single product class,Unavailable,,http://www.smeg.com.au,9.8,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,15,243,Single,Italy,True,600.0,820.0,IEC,DWA315B,DWA**315**,AS/NZS 2007.1:2005,4.04532120107694,4.0,0.0,0.792,Normal ECO,141.0,"Australia,New Zealand",0.387,120220,Approved,9.8,Built-in,True,600.0,2024-05-01,,Single product class,Unavailable,,http://www.smeg.com.au,9.8,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,15,243,Single,Italy,True,600.0,820.0,IEC,DWA315S,DWA**315**,AS/NZS 2007.1:2005,4.04532120107694,4.0,0.0,0.792,Normal ECO,141.0,"Australia,New Zealand",0.387,120220,Approved,9.8,Built-in,True,600.0,2024-05-01,,Single product class,Unavailable,,http://www.smeg.com.au,9.8,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,15,243,Single,Italy,True,600.0,820.0,IEC,DWA315W,DWA**315**,AS/NZS 2007.1:2005,4.04532120107694,4.0,0.0,0.792,Normal ECO,141.0,"Australia,New Zealand",0.387,120220,Approved,9.8,Built-in,True,600.0,2024-05-01,,Single product class,Unavailable,,http://www.smeg.com.au,9.8,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,15,243,Single,Italy,True,600.0,820.0,IEC,DWA315X,DWA**315**,AS/NZS 2007.1:2005,4.04532120107694,4.0,0.0,0.792,Normal ECO,141.0,"Australia,New Zealand",0.387,120220,Approved,9.8,Built-in,True,600.0,2024-05-01,,Single product class,Unavailable,,http://www.smeg.com.au,9.8,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,15,243,Single,Italy,True,600.0,820.0,IEC,DWAFI315PO,DWA**315**,AS/NZS 2007.1:2005,4.04532120107694,4.0,0.0,0.792,Normal ECO,141.0,"Australia,New Zealand",0.387,120220,Approved,9.8,Built-in,True,600.0,2024-05-01,,Single product class,Unavailable,,http://www.smeg.com.au,9.8,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,15,243,Single,Italy,True,600.0,820.0,IEC,DWAFI315T,DWA**315**,AS/NZS 2007.1:2005,4.04532120107694,4.0,0.0,0.792,Normal ECO,141.0,"Australia,New Zealand",0.387,120220,Approved,9.8,Built-in,True,600.0,2024-05-01,,Single product class,Unavailable,,http://www.smeg.com.au,9.8,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,15,243,Single,Italy,True,600.0,820.0,IEC,DWAI315XT,DWA**315**,AS/NZS 2007.1:2005,4.04532120107694,4.0,0.0,0.792,Normal ECO,141.0,"Australia,New Zealand",0.387,120220,Approved,9.8,Built-in,True,600.0,2024-05-01,,Single product class,Unavailable,,http://www.smeg.com.au,9.8,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
Greenhouse and Energy Minimum Standards (Dishwashers) Determination 2015,Smeg,15,243,Single,Italy,True,600.0,820.0,IEC,DWAU315B,DWA**315**,AS/NZS 2007.1:2005,4.04532120107694,4.0,0.0,0.792,Normal ECO,141.0,"Australia,New Zealand",0.387,120220,Approved,9.8,Built-in,True,600.0,2024-05-01,,Single product class,Unavailable,,http://www.smeg.com.au,9.8,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/EnergyStarRating_4_Star.eps,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/Star-rating-4.png
